           Day,    Flow (cfs),Direct Runoff (cfs),Base Flow (cfs),,Base Flow Index (BFI): 0.199
30,1.4,0.65,0.75,,
1,1.3,0.56,0.74,,
2,1.3,0.57,0.73,,
3,1.2,0.48,0.72,,
4,1.4,0.69,0.71,,
5,1.3,0.6,0.7,,
6,1,0.31,0.69,,
7,1,0.32,0.68,,
8,1,0.33,0.67,,
9,1.3,0.64,0.66,,
10,1,0.35,0.65,,
11,1.1,0.46,0.64,,
12,1,0.37,0.63,,
13,1,0.38,0.62,,
14,1.1,0.48,0.62,,
15,0.9,0.29,0.61,,
16,1.7,1.1,0.6,,
17,0.9,0.31,0.59,,
18,0.9,0.31,0.59,,
19,0.9,0.32,0.58,,
20,0.9,0.33,0.57,,
21,1,0.44,0.56,,
22,1,0.45,0.55,,
23,1.7,1.15,0.55,,
24,0.9,0.36,0.54,,
25,1,0.46,0.54,,
26,1,0.47,0.53,,
27,0.9,0.38,0.52,,
28,0.9,0.38,0.52,,
29,0.9,0.39,0.51,,
30,1.7,1.19,0.51,,
31,0.9,0.4,0.5,,
1,0.9,0.4,0.5,,
2,0.9,0.41,0.49,,
3,0.9,0.42,0.48,,
4,0.9,0.42,0.48,,
5,1,0.53,0.47,,
6,1.7,1.23,0.47,,
7,0.9,0.43,0.47,,
8,1,0.54,0.46,,
9,0.9,0.44,0.46,,
10,0.9,0.45,0.45,,
11,0.8,0.35,0.45,,
12,0.8,0.36,0.44,,
13,1.7,1.26,0.44,,
14,0.9,0.46,0.44,,
15,0.8,0.37,0.43,,
16,1,0.57,0.43,,
17,0.9,0.47,0.43,,
18,0.9,0.48,0.42,,
19,0.9,0.48,0.42,,
20,1.7,1.28,0.42,,
21,1,0.58,0.42,,
22,0.9,0.49,0.41,,
23,1,0.59,0.41,,
24,1,0.59,0.41,,
25,1,0.6,0.4,,
26,1.5,1.09,0.41,,
27,1.5,1.09,0.41,,
28,1.5,1.09,0.41,,
29,1.5,1.09,0.41,,
30,0.9,0.49,0.41,,
31,0.8,0.4,0.4,,
1,0.8,0.4,0.4,,
2,0.9,0.51,0.39,,
3,1.5,1.11,0.39,,
4,0.9,0.51,0.39,,
5,1,0.61,0.39,,
6,1,0.61,0.39,,
7,1,0.62,0.38,,
8,1,0.62,0.38,,
9,1.1,0.72,0.38,,
10,1.3,0.92,0.38,,
11,1,0.62,0.38,,
12,1,0.62,0.38,,
13,1,0.63,0.37,,
14,1,0.63,0.37,,
15,0.9,0.53,0.37,,
16,1,0.63,0.37,,
17,1,0.63,0.37,,
18,0.9,0.54,0.36,,
19,0.9,0.54,0.36,,
20,1,0.64,0.36,,
21,1,0.64,0.36,,
22,1,0.64,0.36,,
23,1,0.64,0.36,,
24,1,0.65,0.35,,
25,1,0.65,0.35,,
26,1,0.65,0.35,,
27,1,0.65,0.35,,
28,1,0.65,0.35,,
29,1,0.65,0.35,,
1,1,0.65,0.35,,
2,1,0.66,0.34,,
3,1,0.66,0.34,,
4,1,0.66,0.34,,
5,1,0.66,0.34,,
6,1,0.66,0.34,,
7,1,0.66,0.34,,
8,1,0.66,0.34,,
9,1,0.66,0.34,,
10,1,0.66,0.34,,
11,1,0.66,0.34,,
12,1,0.67,0.33,,
13,1,0.67,0.33,,
14,1,0.67,0.33,,
15,1,0.67,0.33,,
16,1,0.67,0.33,,
17,1,0.67,0.33,,
18,1,0.67,0.33,,
19,1,0.67,0.33,,
20,1,0.67,0.33,,
21,1.2,0.87,0.33,,
22,1.2,0.87,0.33,,
23,0.9,0.57,0.33,,
24,0.9,0.57,0.33,,
25,0.9,0.57,0.33,,
26,0.8,0.48,0.32,,
27,0.8,0.48,0.32,,
28,1.2,0.88,0.32,,
29,1,0.68,0.32,,
30,1,0.68,0.32,,
31,1,0.68,0.32,,
1,1,0.68,0.32,,
2,1,0.68,0.32,,
3,1,0.68,0.32,,
4,1,0.68,0.32,,
5,1,0.68,0.32,,
6,1,0.68,0.32,,
7,1,0.68,0.32,,
8,0.8,0.48,0.32,,
9,0.7,0.39,0.31,,
10,0.7,0.39,0.31,,
11,0.7,0.39,0.31,,
12,1.1,0.79,0.31,,
13,0.8,0.49,0.31,,
14,0.8,0.5,0.3,,
15,0.8,0.5,0.3,,
16,0.8,0.5,0.3,,
17,0.8,0.5,0.3,,
18,0.8,0.5,0.3,,
19,0.8,0.5,0.3,,
20,0.8,0.5,0.3,,
21,0.9,0.61,0.29,,
22,0.8,0.51,0.29,,
23,0.9,0.61,0.29,,
24,0.8,0.51,0.29,,
25,0.8,0.51,0.29,,
26,0.8,0.51,0.29,,
27,0.7,0.41,0.29,,
28,0.7,0.42,0.28,,
29,0.7,0.42,0.28,,
30,0.5,0.22,0.28,,
1,0.5,0.23,0.27,,
2,0.5,0.23,0.27,,
3,0.5,0.23,0.27,,
4,0.5,0.24,0.26,,
5,0.5,0.24,0.26,,
6,0.5,0.24,0.26,,
7,0.5,0.24,0.26,,
8,0.5,0.25,0.25,,
9,0.5,0.25,0.25,,
10,0.5,0.25,0.25,,
11,0.5,0.26,0.24,,
12,0.5,0.26,0.24,,
13,0.5,0.26,0.24,,
14,0.5,0.26,0.24,,
15,0.4,0.17,0.23,,
16,0.5,0.27,0.23,,
17,0.5,0.27,0.23,,
18,0.5,0.27,0.23,,
19,0.5,0.28,0.22,,
20,0.5,0.28,0.22,,
21,0.4,0.18,0.22,,
22,0.4,0.18,0.22,,
23,0.4,0.19,0.21,,
24,0.4,0.19,0.21,,
25,0.4,0.19,0.21,,
26,0.4,0.19,0.21,,
27,0.4,0.2,0.2,,
28,0.4,0.2,0.2,,
29,0.4,0.2,0.2,,
30,0.5,0.3,0.2,,
31,0.4,0.2,0.2,,
1,0.4,0.21,0.19,,
2,0.4,0.21,0.19,,
3,0.4,0.21,0.19,,
4,0.4,0.21,0.19,,
5,0.4,0.21,0.19,,
6,0.6,0.41,0.19,,
7,0.4,0.22,0.18,,
8,0.4,0.22,0.18,,
9,0.4,0.22,0.18,,
10,0.4,0.22,0.18,,
11,0.4,0.22,0.18,,
12,0.4,0.22,0.18,,
13,0.4,0.23,0.17,,
14,0.4,0.23,0.17,,
15,0.4,0.23,0.17,,
16,0.5,0.33,0.17,,
17,0.5,0.33,0.17,,
18,0.5,0.33,0.17,,
19,0.5,0.33,0.17,,
20,0.5,0.33,0.17,,
21,1.5,1.32,0.18,,
22,1.3,1.12,0.18,,
23,1.3,1.11,0.19,,
24,240,237.73,2.27,,
25,114,110.8,3.2,,
26,56,52.4,3.6,,
27,44,40.12,3.88,,
28,9,5.16,3.84,,
29,6,2.21,3.79,,
30,6,2.27,3.73,,
1,5,1.33,3.67,,
2,5,1.39,3.61,,
3,62,57.96,4.04,,
4,20,15.9,4.1,,
5,6,1.96,4.04,,
6,5,1.04,3.96,,
7,5,1.1,3.9,,
8,8,4.15,3.85,,
9,5,1.21,3.79,,
10,5,1.28,3.72,,
11,10.2,6.49,3.71,,
12,5,1.36,3.64,,
13,8,4.39,3.61,,
14,5,1.45,3.55,,
15,5,1.51,3.49,,
16,5,1.56,3.44,,
17,5,1.62,3.38,,
18,5,1.67,3.33,,
19,5,1.72,3.28,,
20,5,1.77,3.23,,
21,4.7,1.52,3.18,,
22,2,0,2,,
23,2,0.04,1.96,,
24,14,11.97,2.03,,
25,10,7.94,2.06,,
26,235,230.96,4.04,,
27,102,97.19,4.81,,
28,20,15.15,4.85,,
29,12,7.18,4.82,,
30,7,2.26,4.74,,
31,87,81.64,5.36,,
1,20,14.62,5.38,,
2,18,12.61,5.39,,
3,84.5,78.53,5.97,,
4,27,20.97,6.03,,
5,32,25.86,6.14,,
6,72,65.41,6.59,,
7,58,51.09,6.91,,
8,26,19.06,6.94,,
9,18,11.11,6.89,,
10,16,9.16,6.84,,
11,130,122.23,7.77,,
12,76,67.79,8.21,,
13,346,335.01,10.99,,
14,66.4,55.15,11.25,,
15,24,12.86,11.14,,
16,25,13.96,11.04,,
17,30,19.01,10.99,,
18,12,1.22,10.78,,
19,12,1.43,10.57,,
20,8,0,8,,
21,19.8,11.86,7.94,,
22,6,0,6,,
23,8,2.1,5.9,,
24,8,2.2,5.8,,
25,5,0,5,,
26,5,0.1,4.9,,
27,5,0.2,4.8,,
28,141,135.11,5.89,,
29,2712,2682.68,29.32,,
30,284,253.04,30.96,,
31,268,235.59,32.41,,
1,148,115.23,32.77,,
2,84,51.44,32.56,,
3,64,31.81,32.19,,
4,62,30.19,31.81,,
5,176,143.56,32.44,,
6,115.9,83.38,32.52,,
7,90,57.62,32.38,,
8,60,28.03,31.97,,
9,56,24.45,31.55,,
10,45,13.96,31.04,,
11,37,6.52,30.48,,
12,37,7.07,29.93,,
13,38,8.59,29.41,,
14,32,3.15,28.85,,
15,45,16.59,28.41,,
16,22,0,22,,
17,20,0,20,,
18,16,0,16,,
19,46,30.06,15.94,,
20,134,117.35,16.65,,
21,27.8,11.38,16.42,,
22,22.8,6.65,16.15,,
23,16,0.17,15.83,,
24,15,0,15,,
25,13,0,13,,
26,12,0,12,,
27,11,0,11,,
28,11,0.22,10.78,,
29,9,0,9,,
30,8,0,8,,
1,8,0.16,7.84,,
2,8,0.31,7.69,,
3,7.8,0.26,7.54,,
4,6.7,0,6.7,,
5,7,0.43,6.57,,
6,7,0.56,6.44,,
7,6,0,6,,
8,6,0.12,5.88,,
9,6.7,0.93,5.77,,
10,6,0.34,5.66,,
11,6,0.45,5.55,,
12,5,0,5,,
13,4,0,4,,
14,3.9,0,3.9,,
15,3.9,0.08,3.82,,
16,4,0.25,3.75,,
17,4,0.32,3.68,,
18,4,0.39,3.61,,
19,4,0.46,3.54,,
20,4.6,1.12,3.48,,
21,4.6,1.18,3.42,,
22,4.5,1.14,3.36,,
23,4,0.7,3.3,,
24,4,0.76,3.24,,
25,4,0.82,3.18,,
26,4,0.87,3.13,,
27,4,0.93,3.07,,
28,4,0.98,3.02,,
29,4,1.03,2.97,,
30,3.8,0.88,2.92,,
31,3.7,0.84,2.86,,
1,4,1.18,2.82,,
2,4,1.23,2.77,,
3,3,0.28,2.72,,
4,3,0.33,2.67,,
5,2,0,2,,
6,2,0.04,1.96,,
7,2,0.08,1.92,,
8,2,0.12,1.88,,
9,2,0.15,1.85,,
10,2,0.19,1.81,,
11,2,0.22,1.78,,
12,2.7,0.95,1.75,,
13,2,0.28,1.72,,
14,2,0.31,1.69,,
15,2,0.34,1.66,,
16,2,0.37,1.63,,
17,2,0.4,1.6,,
18,2,0.43,1.57,,
19,2,0.46,1.54,,
20,2,0.48,1.52,,
21,1.9,0.41,1.49,,
22,2.6,1.13,1.47,,
23,2,0.56,1.44,,
24,2,0.58,1.42,,
25,2,0.6,1.4,,
26,2,0.63,1.37,,
27,1,0,1,,
28,1,0.02,0.98,,
29,1,0.04,0.96,,
30,1,0.06,0.94,,
1,0.8,0,0.8,,
2,0.9,0.11,0.79,,
3,0.9,0.13,0.77,,
4,1.2,0.44,0.76,,
5,0.8,0.06,0.74,,
6,0.7,0,0.7,,
7,0.7,0.01,0.69,,
8,0.7,0.03,0.67,,
9,0.7,0.04,0.66,,
10,0.7,0.05,0.65,,
11,0.7,0.07,0.63,,
12,0.7,0.08,0.62,,
13,0.7,0.09,0.61,,
14,0.7,0.1,0.6,,
15,0.7,0.11,0.59,,
16,0.7,0.12,0.58,,
17,0.7,0.13,0.57,,
18,0.6,0.04,0.56,,
19,0.6,0.05,0.55,,
20,0.6,0.06,0.54,,
21,1,0.47,0.53,,
22,1,0.48,0.52,,
23,0.6,0.09,0.51,,
24,0.6,0.1,0.5,,
25,1.2,0.7,0.5,,
26,1.9,1.4,0.5,,
27,2.1,1.59,0.51,,
28,2,1.49,0.51,,
29,2,1.49,0.51,,
30,2.1,1.58,0.52,,
31,2.1,1.58,0.52,,
1,2.5,1.97,0.53,,
2,2.5,1.97,0.53,,
3,2.4,1.86,0.54,,
4,1.9,1.36,0.54,,
5,1.5,0.96,0.54,,
6,1.5,0.97,0.53,,
7,1.5,0.97,0.53,,
8,1.5,0.97,0.53,,
9,1.7,1.17,0.53,,
10,1.7,1.17,0.53,,
11,1,0.48,0.52,,
12,1.5,0.98,0.52,,
13,1.5,0.98,0.52,,
14,1.2,0.68,0.52,,
15,1.1,0.59,0.51,,
16,1.1,0.59,0.51,,
17,1.1,0.6,0.5,,
18,1.1,0.6,0.5,,
19,1,0.51,0.49,,
20,1,0.52,0.48,,
21,1,0.52,0.48,,
22,1,0.53,0.47,,
23,1,0.53,0.47,,
24,0.7,0.24,0.46,,
25,0.7,0.24,0.46,,
26,0.7,0.25,0.45,,
27,0.7,0.26,0.44,,
28,0.5,0.07,0.43,,
29,0.5,0.07,0.43,,
30,0.5,0.08,0.42,,
31,0.5,0.09,0.41,,
1,0.5,0.1,0.4,,
2,0.5,0.1,0.4,,
3,0.5,0.11,0.39,,
4,0.5,0.12,0.38,,
5,0.5,0.12,0.38,,
6,0.5,0.13,0.37,,
7,0.5,0.14,0.36,,
8,0.5,0.14,0.36,,
9,0.5,0.15,0.35,,
10,0.4,0.06,0.34,,
11,0.4,0.06,0.34,,
12,0.4,0.07,0.33,,
13,0.4,0.07,0.33,,
14,0.4,0.08,0.32,,
15,0.4,0.09,0.31,,
16,0.4,0.09,0.31,,
17,0.4,0.1,0.3,,
18,0.7,0.4,0.3,,
19,0.5,0.2,0.3,,
20,0.5,0.21,0.29,,
21,0.7,0.41,0.29,,
22,0.7,0.41,0.29,,
23,0.7,0.41,0.29,,
24,0.5,0.22,0.28,,
25,0.5,0.22,0.28,,
26,0.5,0.22,0.28,,
27,0.5,0.23,0.27,,
28,0.5,0.23,0.27,,
1,0.6,0.33,0.27,,
2,0.5,0.24,0.26,,
3,0.5,0.24,0.26,,
4,0.5,0.24,0.26,,
5,0.5,0.25,0.25,,
6,0.5,0.25,0.25,,
7,0.5,0.25,0.25,,
8,0.5,0.25,0.25,,
9,0.5,0.26,0.24,,
10,0.5,0.26,0.24,,
11,0.5,0.26,0.24,,
12,0.5,0.27,0.23,,
13,0.5,0.27,0.23,,
14,0.5,0.27,0.23,,
15,0.5,0.27,0.23,,
16,0.5,0.27,0.23,,
17,0.5,0.28,0.22,,
18,0.5,0.28,0.22,,
19,0.5,0.28,0.22,,
20,0.6,0.38,0.22,,
21,0.6,0.38,0.22,,
22,1,0.78,0.22,,
23,0.7,0.48,0.22,,
24,0.7,0.48,0.22,,
25,0.8,0.58,0.22,,
26,0.7,0.48,0.22,,
27,0.7,0.48,0.22,,
28,0.7,0.48,0.22,,
29,0.7,0.48,0.22,,
30,0.7,0.48,0.22,,
31,0.7,0.48,0.22,,
1,0.7,0.48,0.22,,
2,0.7,0.48,0.22,,
3,0.7,0.48,0.22,,
4,0.6,0.38,0.22,,
5,0.7,0.48,0.22,,
6,0.7,0.48,0.22,,
7,0.7,0.48,0.22,,
8,0.7,0.48,0.22,,
9,0.7,0.48,0.22,,
10,0.7,0.48,0.22,,
11,0.7,0.48,0.22,,
12,0.6,0.38,0.22,,
13,0.6,0.38,0.22,,
14,0.6,0.39,0.21,,
15,0.5,0.29,0.21,,
16,0.5,0.29,0.21,,
17,0.6,0.39,0.21,,
18,0.5,0.29,0.21,,
19,0.5,0.29,0.21,,
20,0.5,0.29,0.21,,
21,0.5,0.3,0.2,,
22,0.6,0.4,0.2,,
23,0.5,0.3,0.2,,
24,0.5,0.3,0.2,,
25,0.5,0.3,0.2,,
26,0.5,0.3,0.2,,
27,0.5,0.3,0.2,,
28,0.5,0.3,0.2,,
29,0.5,0.31,0.19,,
30,0.5,0.31,0.19,,
1,0.5,0.31,0.19,,
2,0.5,0.31,0.19,,
3,0.5,0.31,0.19,,
4,0.5,0.31,0.19,,
5,0.5,0.31,0.19,,
6,0.5,0.31,0.19,,
7,0.5,0.31,0.19,,
8,0.5,0.32,0.18,,
9,0.6,0.42,0.18,,
10,0.6,0.42,0.18,,
11,0.6,0.42,0.18,,
12,0.6,0.42,0.18,,
13,0.6,0.42,0.18,,
14,0.6,0.42,0.18,,
15,0.6,0.42,0.18,,
16,0.6,0.42,0.18,,
17,0.6,0.42,0.18,,
18,0.6,0.42,0.18,,
19,0.6,0.42,0.18,,
20,0.5,0.32,0.18,,
21,0.5,0.32,0.18,,
22,0.5,0.32,0.18,,
23,0.5,0.32,0.18,,
24,0.5,0.32,0.18,,
25,0.5,0.32,0.18,,
26,0.5,0.32,0.18,,
27,0.5,0.32,0.18,,
28,0.5,0.32,0.18,,
29,0.5,0.32,0.18,,
30,0.5,0.32,0.18,,
31,0.5,0.33,0.17,,
1,0.4,0.23,0.17,,
2,0.4,0.23,0.17,,
3,0.4,0.23,0.17,,
4,0.4,0.23,0.17,,
5,0.5,0.33,0.17,,
6,0.5,0.33,0.17,,
7,0.5,0.33,0.17,,
8,0.5,0.33,0.17,,
9,0.5,0.33,0.17,,
10,0.5,0.33,0.17,,
11,0.5,0.33,0.17,,
12,0.5,0.33,0.17,,
13,0.5,0.33,0.17,,
14,0.5,0.34,0.16,,
15,0.5,0.34,0.16,,
16,0.5,0.34,0.16,,
17,0.5,0.34,0.16,,
18,0.5,0.34,0.16,,
19,0.5,0.34,0.16,,
20,0.5,0.34,0.16,,
21,0.5,0.34,0.16,,
22,0.5,0.34,0.16,,
23,85,84.1,0.9,,
24,365,360.95,4.05,,
25,50,45.63,4.37,,
26,25,20.54,4.46,,
27,85,79.93,5.07,,
28,40,34.72,5.28,,
29,18,12.72,5.28,,
30,12,6.76,5.24,,
1,12,6.81,5.19,,
2,12,6.85,5.15,,
3,10,4.91,5.09,,
4,9,3.98,5.02,,
5,7,2.06,4.94,,
6,30,24.94,5.06,,
7,25,19.87,5.13,,
8,325,317.19,7.81,,
9,115,106.41,8.59,,
10,70,61.05,8.95,,
11,25,16.08,8.92,,
12,30,21.08,8.92,,
13,19,10.17,8.83,,
14,17,8.27,8.73,,
15,18,9.36,8.64,,
16,15,6.48,8.52,,
17,12,3.62,8.38,,
18,9.4,1.17,8.23,,
19,14,5.89,8.11,,
20,72.9,64.38,8.52,,
21,13,4.61,8.39,,
22,13,4.74,8.26,,
23,600,586.76,13.24,,
24,55,41.66,13.34,,
25,38,24.71,13.29,,
26,25,11.87,13.13,,
27,18,5.08,12.92,,
28,50,37.02,12.98,,
29,230,215.39,14.61,,
30,74,59.16,14.84,,
31,39,24.24,14.76,,
1,28,13.42,14.58,,
2,110,94.88,15.12,,
3,42,26.95,15.05,,
4,38,23.05,14.95,,
5,80,64.78,15.22,,
6,154,137.87,16.13,,
7,496,476.01,19.99,,
8,155,134.24,20.76,,
9,350,326.78,23.22,,
10,33,10.16,22.84,,
11,110,86.85,23.15,,
12,55,32.03,22.97,,
13,40,17.34,22.66,,
14,39,16.65,22.35,,
15,70,47.68,22.32,,
16,557,530.47,26.53,,
17,290,261.7,28.3,,
18,90,61.73,28.27,,
19,60,32.01,27.99,,
20,120,91.76,28.24,,
21,45,17.18,27.82,,
22,38,10.64,27.36,,
23,30,3.16,26.84,,
24,26,0,26,,
25,21,0,21,,
26,19,0,19,,
27,19.6,0.97,18.63,,
28,17.3,0,17.3,,
29,16.4,0,16.4,,
30,16,0,16,,
31,14.1,0,14.1,,
1,12.7,0,12.7,,
2,11.8,0,11.8,,
3,13.6,2.02,11.58,,
4,13.2,1.83,11.37,,
5,11.7,0.56,11.14,,
6,10,0,10,,
7,9.6,0,9.6,,
8,8,0,8,,
9,7.7,0,7.7,,
10,5.7,0,5.7,,
11,9.9,4.28,5.62,,
12,7.8,2.27,5.53,,
13,16,10.49,5.51,,
14,29.4,23.79,5.61,,
15,18.6,12.99,5.61,,
16,10.9,5.35,5.55,,
17,9.7,4.23,5.47,,
18,8.4,3.01,5.39,,
19,7,1.7,5.3,,
20,11,5.76,5.24,,
21,7.6,2.44,5.16,,
22,645,634.38,10.62,,
23,50.9,40.14,10.76,,
24,32.9,22.16,10.74,,
25,19.7,9.09,10.61,,
26,19.1,8.63,10.47,,
27,20,9.65,10.35,,
28,32.4,22.07,10.33,,
29,36,25.65,10.35,,
30,21.6,11.36,10.24,,
1,20,9.87,10.13,,
2,18,8.01,9.99,,
3,17,7.14,9.86,,
4,16,6.29,9.71,,
5,15,5.43,9.57,,
6,11.8,2.4,9.4,,
7,11.4,2.17,9.23,,
8,13,3.92,9.08,,
9,12,3.08,8.92,,
10,8.6,0,8.6,,
11,12,3.54,8.46,,
12,7.1,0,7.1,,
13,8.5,1.53,6.97,,
14,7.2,0.36,6.84,,
15,7.1,0.4,6.7,,
16,7.4,0.82,6.58,,
17,7.5,1.05,6.45,,
18,9,2.65,6.35,,
19,6.5,0.28,6.22,,
20,6.2,0.1,6.1,,
21,5.7,0,5.7,,
22,6.4,0.81,5.59,,
23,5.3,0,5.3,,
24,5,0,5,,
25,7,2.08,4.92,,
26,5.5,0.67,4.83,,
27,7,2.25,4.75,,
28,4,0,4,,
29,3.8,0,3.8,,
30,4.5,0.77,3.73,,
31,3,0,3,,
1,3,0.06,2.94,,
2,3.3,0.41,2.89,,
3,2,0,2,,
4,3.3,1.33,1.97,,
5,2.9,0.96,1.94,,
6,2.6,0.69,1.91,,
7,2.4,0.53,1.87,,
8,3,1.15,1.85,,
9,2,0.19,1.81,,
10,1.7,0,1.7,,
11,3,1.32,1.68,,
12,1.4,0,1.4,,
13,1.4,0.03,1.37,,
14,1.1,0,1.1,,
15,2,0.91,1.09,,
16,1.4,0.33,1.07,,
17,1,0,1,,
18,1.4,0.42,0.98,,
19,1.3,0.33,0.97,,
20,1.1,0.15,0.95,,
21,1.1,0.17,0.93,,
22,1.5,0.58,0.92,,
23,1.4,0.5,0.9,,
24,1.4,0.51,0.89,,
25,1.3,0.42,0.88,,
26,1.2,0.34,0.86,,
27,1.2,0.35,0.85,,
28,1.1,0.27,0.83,,
29,1,0.18,0.82,,
30,1.1,0.3,0.8,,
1,1.1,0.31,0.79,,
2,1.1,0.32,0.78,,
3,1.1,0.33,0.77,,
4,1.1,0.35,0.75,,
5,1.3,0.56,0.74,,
6,0.9,0.17,0.73,,
7,1.2,0.48,0.72,,
8,1,0.29,0.71,,
9,1,0.3,0.7,,
10,1.1,0.41,0.69,,
11,1,0.33,0.67,,
12,1.1,0.44,0.66,,
13,0.5,0,0.5,,
14,0.5,0.01,0.49,,
15,0.5,0.02,0.48,,
16,1,0.52,0.48,,
17,1,0.53,0.47,,
18,1,0.53,0.47,,
19,1,0.54,0.46,,
20,0.5,0.05,0.45,,
21,0.9,0.45,0.45,,
22,1.1,0.66,0.44,,
23,1.5,1.06,0.44,,
24,1.3,0.86,0.44,,
25,1.2,0.76,0.44,,
26,1.2,0.76,0.44,,
27,2.2,1.75,0.45,,
28,1.1,0.66,0.44,,
29,1,0.56,0.44,,
30,1,0.57,0.43,,
31,1,0.57,0.43,,
1,0.9,0.47,0.43,,
2,1,0.58,0.42,,
3,0.8,0.38,0.42,,
4,0.8,0.39,0.41,,
5,0.8,0.39,0.41,,
6,0.6,0.2,0.4,,
7,0.6,0.2,0.4,,
8,0.6,0.21,0.39,,
9,0.6,0.22,0.38,,
10,0.7,0.32,0.38,,
11,0.8,0.43,0.37,,
12,0.9,0.53,0.37,,
13,0.9,0.53,0.37,,
14,1.1,0.73,0.37,,
15,1,0.63,0.37,,
16,1.4,1.03,0.37,,
17,1.4,1.03,0.37,,
18,1.2,0.83,0.37,,
19,1.1,0.73,0.37,,
20,1.1,0.73,0.37,,
21,1.1,0.73,0.37,,
22,1.3,0.93,0.37,,
23,1.3,0.93,0.37,,
24,1.2,0.83,0.37,,
25,1.2,0.83,0.37,,
26,1.2,0.83,0.37,,
27,2,1.62,0.38,,
28,1.5,1.12,0.38,,
29,1.7,1.32,0.38,,
30,1.4,1.02,0.38,,
31,1.7,1.31,0.39,,
1,1.7,1.31,0.39,,
2,1.7,1.31,0.39,,
3,1.7,1.3,0.4,,
4,1.7,1.3,0.4,,
5,1.7,1.3,0.4,,
6,1.6,1.19,0.41,,
7,2,1.59,0.41,,
8,1.5,1.09,0.41,,
9,1.5,1.08,0.42,,
10,1.5,1.08,0.42,,
11,1.2,0.79,0.41,,
12,1.3,0.89,0.41,,
13,1.3,0.89,0.41,,
14,1.2,0.79,0.41,,
15,1.2,0.79,0.41,,
16,1.1,0.69,0.41,,
17,1.1,0.69,0.41,,
18,1.2,0.79,0.41,,
19,1.2,0.8,0.4,,
20,1.2,0.8,0.4,,
21,1.2,0.8,0.4,,
22,1.2,0.8,0.4,,
23,1.1,0.7,0.4,,
24,1.1,0.7,0.4,,
25,1.1,0.7,0.4,,
26,1,0.61,0.39,,
27,1,0.61,0.39,,
28,1,0.61,0.39,,
1,1,0.61,0.39,,
2,0.9,0.52,0.38,,
3,1,0.62,0.38,,
4,1,0.62,0.38,,
5,1,0.62,0.38,,
6,0.8,0.43,0.37,,
7,1,0.63,0.37,,
8,1,0.63,0.37,,
9,0.9,0.53,0.37,,
10,0.9,0.54,0.36,,
11,0.9,0.54,0.36,,
12,1,0.64,0.36,,
13,1,0.64,0.36,,
14,1,0.64,0.36,,
15,1,0.65,0.35,,
16,0.8,0.45,0.35,,
17,0.9,0.55,0.35,,
18,0.9,0.55,0.35,,
19,0.9,0.55,0.35,,
20,0.6,0.26,0.34,,
21,0.9,0.56,0.34,,
22,0.9,0.56,0.34,,
23,0.9,0.56,0.34,,
24,1.1,0.76,0.34,,
25,1,0.67,0.33,,
26,1,0.67,0.33,,
27,0.3,0,0.3,,
28,0.9,0.6,0.3,,
29,0.9,0.6,0.3,,
30,0.9,0.6,0.3,,
31,0.9,0.6,0.3,,
1,0.9,0.6,0.3,,
2,0.9,0.6,0.3,,
3,0.6,0.31,0.29,,
4,0.6,0.31,0.29,,
5,0.8,0.51,0.29,,
6,0.8,0.51,0.29,,
7,0.8,0.51,0.29,,
8,0.8,0.52,0.28,,
9,0.8,0.52,0.28,,
10,0.5,0.22,0.28,,
11,0.8,0.52,0.28,,
12,0.8,0.52,0.28,,
13,0.7,0.42,0.28,,
14,0.7,0.43,0.27,,
15,0.5,0.23,0.27,,
16,0.7,0.43,0.27,,
17,0.4,0.14,0.26,,
18,0.7,0.44,0.26,,
19,0.7,0.44,0.26,,
20,0.7,0.44,0.26,,
21,0.6,0.34,0.26,,
22,0.6,0.34,0.26,,
23,0.6,0.35,0.25,,
24,0.6,0.35,0.25,,
25,0.6,0.35,0.25,,
26,0.6,0.35,0.25,,
27,0.6,0.35,0.25,,
28,0.6,0.36,0.24,,
29,0.6,0.36,0.24,,
30,0.6,0.36,0.24,,
1,0.6,0.36,0.24,,
2,0.6,0.36,0.24,,
3,0.6,0.36,0.24,,
4,0.6,0.37,0.23,,
5,0.6,0.37,0.23,,
6,0.6,0.37,0.23,,
7,0.6,0.37,0.23,,
8,0.4,0.17,0.23,,
9,0.6,0.37,0.23,,
10,0.6,0.38,0.22,,
11,0.6,0.38,0.22,,
12,0.6,0.38,0.22,,
13,0.6,0.38,0.22,,
14,0.4,0.18,0.22,,
15,0.6,0.38,0.22,,
16,0.6,0.38,0.22,,
17,0.6,0.38,0.22,,
18,0.6,0.39,0.21,,
19,0.6,0.39,0.21,,
20,0.6,0.39,0.21,,
21,0.6,0.39,0.21,,
22,0.4,0.19,0.21,,
23,0.6,0.39,0.21,,
24,0.6,0.39,0.21,,
25,0.8,0.59,0.21,,
26,0.8,0.59,0.21,,
27,0.8,0.59,0.21,,
28,0.8,0.59,0.21,,
29,0.4,0.19,0.21,,
30,0.8,0.59,0.21,,
31,0.8,0.59,0.21,,
1,2.5,2.27,0.23,,
2,2.5,2.26,0.24,,
3,2.3,2.04,0.26,,
4,2.3,2.03,0.27,,
5,2.3,2.02,0.28,,
6,2.3,2.01,0.29,,
7,0.5,0.21,0.29,,
8,2.3,2,0.3,,
9,2.3,1.99,0.31,,
10,2.3,1.98,0.32,,
